recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
12,5.107943476563253,1,0,Urban,1,Phone,No Offer,0
1,6.125208417157578,0,1,Surburban,0,Multichannel,Buy One Get One,0
6,3.6008675767907232,0,1,Surburban,1,Web,Buy One Get One,0
12,4.481645699702594,0,1,Urban,0,Phone,Buy One Get One,0
6,4.805086051182997,0,1,Surburban,1,Phone,No Offer,0
2,3.4008639927609177,0,1,Surburban,0,Web,Discount,0
1,3.4008639927609177,0,1,Rural,0,Web,Buy One Get One,1
7,5.801604648275727,1,1,Rural,0,Web,No Offer,0
11,4.079061705357583,1,0,Rural,1,Phone,Buy One Get One,0
1,7.372557906435809,0,1,Urban,1,Phone,No Offer,1
7,5.6164073951712,1,0,Surburban,0,Phone,Discount,0
8,3.5522002551986827,1,0,Urban,1,Phone,Buy One Get One,1
5,5.989713014069176,1,0,Urban,1,Phone,Buy One Get One,0
1,6.162261618049983,0,1,Surburban,0,Phone,Discount,0
8,5.170654435057881,0,1,Surburban,1,Web,No Offer,0
1,5.955578268543573,0,1,Rural,0,Phone,No Offer,0
4,5.406005171964954,1,0,Urban,1,Phone,No Offer,0
11,5.346678867425915,1,0,Urban,0,Multichannel,No Offer,0
2,6.6438808748274765,0,1,Surburban,1,Multichannel,No Offer,0
1,5.680957284014257,1,1,Urban,0,Web,Buy One Get One,1
1,4.1370847158982595,1,0,Urban,1,Phone,Buy One Get One,0
5,3.738859386418957,0,1,Urban,0,Web,Discount,0
9,4.620452809519248,0,1,Urban,1,Web,No Offer,0
4,4.334017415487521,1,0,Surburban,0,Phone,Buy One Get One,0
1,5.677198908673179,0,1,Urban,0,Web,Buy One Get One,0
5,3.9333930311643384,0,1,Surburban,1,Phone,Buy One Get One,0
7,5.492855660851912,0,1,Rural,0,Phone,No Offer,0
7,4.606269581431392,0,1,Urban,1,Phone,Discount,0
9,5.847825096906371,1,0,Rural,0,Multichannel,Buy One Get One,0
10,4.0493471962913645,0,1,Urban,0,Web,Buy One Get One,0
3,5.846207534450843,0,1,Surburban,0,Phone,Buy One Get One,0
9,5.393354781882788,0,1,Surburban,1,Phone,Discount,0
2,5.575873342700809,0,1,Surburban,0,Web,Discount,0
9,4.176538799848087,0,1,Surburban,1,Web,Buy One Get One,0
1,6.073781589597195,0,1,Rural,0,Web,No Offer,0
12,4.48796198508255,0,1,Urban,0,Web,Buy One Get One,0
3,5.618732808616453,1,1,Urban,1,Multichannel,No Offer,1
5,5.816575302131323,0,1,Surburban,0,Phone,Buy One Get One,0
2,6.2056480770506806,1,1,Urban,0,Multichannel,Buy One Get One,0
9,5.963707870062939,0,1,Urban,0,Multichannel,Buy One Get One,1
1,5.154389257740952,1,0,Urban,1,Phone,Discount,0
4,4.324000197151533,1,0,Surburban,0,Web,Discount,0
7,3.4008639927609177,1,0,Urban,1,Phone,Buy One Get One,1
5,6.552051292083447,1,1,Surburban,1,Phone,No Offer,0
3,5.960696013436346,1,0,Surburban,0,Phone,Buy One Get One,0
7,6.161249514897758,1,1,Urban,0,Web,No Offer,1
10,4.074311908471865,0,1,Urban,1,Web,Buy One Get One,0
5,3.4008639927609177,0,1,Urban,1,Web,Buy One Get One,0
3,6.712761771084273,0,1,Surburban,1,Multichannel,No Offer,1
9,3.4008639927609177,1,0,Surburban,0,Web,Buy One Get One,0
9,3.5357282746197614,0,1,Surburban,0,Web,Buy One Get One,0
1,6.2136075980886085,0,1,Rural,1,Multichannel,No Offer,1
9,6.61603841101268,1,0,Urban,1,Multichannel,Discount,0
10,4.784403646182813,1,0,Surburban,0,Web,No Offer,0
1,6.228530727262548,1,0,Urban,1,Multichannel,No Offer,0
7,3.884034968887977,0,1,Rural,1,Phone,Discount,0
1,6.176449221321421,1,0,Surburban,0,Web,No Offer,0
10,4.033709523684745,1,0,Urban,1,Web,Discount,0
8,4.372355014977151,1,0,Urban,1,Phone,Buy One Get One,0
5,5.407171771460119,1,0,Surburban,0,Web,Buy One Get One,0
2,4.8886183079078105,1,0,Rural,0,Web,No Offer,0
2,4.641019838881789,1,0,Surburban,1,Web,No Offer,0
7,3.4008639927609177,1,0,Surburban,0,Phone,Buy One Get One,0
3,6.806796174000806,0,1,Rural,1,Phone,Discount,0
4,6.4092369422381905,1,1,Urban,1,Multichannel,Buy One Get One,0
12,4.343415735546226,1,0,Urban,0,Phone,No Offer,0
9,3.4008639927609177,0,1,Urban,0,Web,Buy One Get One,0
11,3.827771452980555,0,1,Surburban,1,Web,Buy One Get One,1
10,3.7669972333778885,0,1,Surburban,0,Phone,Discount,0
2,6.118999874207044,1,0,Urban,0,Phone,Discount,0
3,3.8997479745525334,1,0,Rural,0,Phone,Discount,0
7,5.570479627341781,1,0,Surburban,1,Web,No Offer,0
10,4.879387007486302,0,1,Surburban,0,Phone,Buy One Get One,0
3,6.798308648739248,1,0,Urban,1,Multichannel,No Offer,0
1,5.563792172875685,0,1,Surburban,0,Multichannel,No Offer,0
9,5.929349753036183,1,0,Urban,0,Phone,Discount,0
5,5.6628910332801246,1,1,Surburban,1,Phone,Discount,0
1,6.671399833695697,1,0,Surburban,1,Web,No Offer,0
11,3.4008639927609177,0,1,Surburban,1,Phone,Discount,0
8,4.346658490836091,1,0,Surburban,0,Phone,No Offer,0
10,5.023090735363602,1,0,Urban,1,Phone,Buy One Get One,0
1,5.006560336054226,0,1,Surburban,1,Phone,Buy One Get One,0
11,4.20409542618122,1,0,Surburban,1,Web,No Offer,0
10,3.4008639927609177,0,1,Urban,0,Web,No Offer,0
2,6.865849363898844,0,1,Surburban,1,Multichannel,No Offer,0
1,4.28234441140073,0,1,Urban,1,Phone,Discount,0
9,6.292716629088463,0,1,Rural,1,Multichannel,No Offer,0
11,3.4008639927609177,1,0,Rural,1,Web,Buy One Get One,0
9,4.470838473192799,0,1,Rural,0,Phone,Discount,0
6,5.546348633370026,1,0,Surburban,0,Web,No Offer,0
3,4.647750633523209,0,1,Surburban,1,Web,Buy One Get One,0
12,5.121520520396782,0,1,Surburban,1,Phone,Buy One Get One,0
9,4.833102254034098,1,0,Rural,0,Web,Buy One Get One,0
7,6.015888831018506,1,0,Rural,1,Web,Discount,0
1,4.949185331780033,1,0,Urban,1,Web,Discount,0
10,4.746843344304237,0,1,Urban,1,Web,Buy One Get One,0
5,6.372517419983036,1,0,Rural,1,Multichannel,No Offer,0
3,3.527830032595521,0,1,Surburban,1,Phone,Buy One Get One,0
5,6.003788296796814,1,0,Urban,0,Multichannel,Discount,0
12,4.169606630055894,1,0,Surburban,0,Phone,Discount,0
12,5.1970595344738095,0,1,Urban,0,Web,Discount,0
9,4.208714372037514,1,0,Urban,0,Web,No Offer,0
3,5.949574273847796,0,1,Urban,0,Multichannel,No Offer,0
11,4.419201988273939,1,0,Urban,1,Web,Discount,0
11,5.50967169728727,1,1,Surburban,1,Web,Buy One Get One,1
11,4.389250479763201,0,1,Surburban,1,Web,Buy One Get One,0
4,5.587061374946195,1,1,Rural,1,Web,Buy One Get One,0
10,4.180063437624638,0,1,Surburban,0,Web,No Offer,0
7,3.4008639927609177,0,1,Urban,0,Web,Discount,1
5,6.193016672178715,1,0,Surburban,0,Phone,Discount,0
2,3.905803705614229,0,1,Rural,1,Phone,Discount,0
3,3.710151589389476,1,0,Rural,0,Phone,No Offer,0
11,6.049827790404897,1,0,Surburban,0,Web,Buy One Get One,0
4,5.297166704790641,0,1,Rural,0,Web,Discount,0
3,7.191557333891729,1,1,Urban,1,Multichannel,No Offer,1
2,4.361951470242831,0,1,Urban,0,Web,Discount,0
2,5.035783087628908,1,0,Urban,0,Web,Buy One Get One,1
8,3.4008639927609177,1,0,Surburban,1,Web,No Offer,0
5,3.4008639927609177,0,1,Urban,1,Web,Buy One Get One,1
10,5.283660477204403,0,1,Surburban,0,Web,Buy One Get One,0
7,4.849057098440201,1,0,Surburban,1,Web,Buy One Get One,0
7,6.093140784138646,0,1,Surburban,0,Web,Buy One Get One,0
1,4.211831257677767,1,0,Rural,0,Web,Buy One Get One,0
3,6.445211753834195,1,1,Urban,1,Multichannel,Buy One Get One,0
7,6.073850660705929,1,0,Urban,1,Web,No Offer,0
4,3.9219733362813143,1,0,Surburban,1,Web,No Offer,0
6,5.443023587547295,1,0,Urban,0,Phone,No Offer,0
3,5.0287371294602385,1,0,Surburban,0,Web,No Offer,0
3,5.6513306146537765,1,0,Urban,0,Web,Discount,0
5,3.4008639927609177,0,1,Urban,0,Web,No Offer,0
9,6.290531564426327,0,1,Rural,1,Multichannel,Buy One Get One,0
3,3.959669658895499,1,0,Surburban,0,Phone,Buy One Get One,0
9,3.4008639927609177,0,1,Surburban,1,Web,Buy One Get One,1
5,4.804430796838969,0,1,Rural,0,Web,Buy One Get One,0
3,4.996062964912999,0,1,Urban,0,Web,Buy One Get One,0
9,6.154008476293262,0,1,Surburban,1,Multichannel,Discount,0
2,5.121520520396782,0,1,Urban,1,Web,Discount,0
3,4.2115348296335045,1,0,Urban,1,Web,Buy One Get One,1
5,4.87816999965373,1,0,Rural,0,Phone,Discount,1
2,3.4008639927609177,1,0,Surburban,0,Phone,Buy One Get One,0
7,5.266104044183385,0,1,Rural,0,Phone,Discount,0
1,3.4008639927609177,0,1,Surburban,0,Web,No Offer,1
6,5.642155267085256,0,1,Rural,1,Phone,Discount,0
3,5.922730570676242,0,1,Surburban,0,Phone,Discount,0
1,5.350909816667207,1,0,Surburban,1,Multichannel,Discount,0
5,5.859588925794401,0,1,Urban,1,Multichannel,Discount,0
12,5.936849953834759,0,1,Urban,1,Phone,Discount,0
3,3.868906714354518,0,1,Urban,0,Web,Discount,0
4,4.322939892214555,1,0,Surburban,1,Phone,No Offer,0
12,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,0
7,5.470083409402474,0,1,Surburban,1,Multichannel,Discount,0
5,5.366863471583051,1,0,Surburban,1,Phone,Discount,0
4,5.9160133655599845,0,1,Urban,0,Phone,No Offer,0
6,3.4008639927609177,1,0,Surburban,1,Web,No Offer,0
3,4.531846521569248,0,1,Surburban,1,Phone,No Offer,0
4,6.583381559258862,1,1,Rural,1,Web,No Offer,0
7,5.708969001343501,0,1,Urban,0,Multichannel,No Offer,0
4,6.151178295762409,1,0,Rural,0,Web,No Offer,0
3,5.624667114640657,0,1,Urban,1,Web,Buy One Get One,0
4,3.4008639927609177,1,0,Urban,0,Phone,Discount,0
11,3.4008639927609177,1,0,Urban,0,Web,Discount,0
2,4.817616727753966,0,1,Urban,1,Web,No Offer,1
9,4.953641572576135,0,1,Urban,0,Phone,Buy One Get One,0
3,5.849094205816255,0,1,Urban,0,Web,Buy One Get One,0
10,4.37197629882038,1,0,Surburban,1,Web,Buy One Get One,0
10,5.79002133110644,1,0,Surburban,1,Multichannel,No Offer,0
2,6.545593883383106,1,1,Surburban,1,Web,Buy One Get One,0
10,5.801725548986165,1,1,Surburban,1,Multichannel,Discount,0
4,3.4008639927609177,0,1,Surburban,1,Phone,Discount,0
4,4.980931814722814,1,0,Rural,1,Web,Discount,0
1,4.181286492355909,0,1,Surburban,1,Phone,Discount,1
10,6.211362838257163,1,1,Urban,1,Web,Discount,0
10,5.4686506840299245,1,1,Urban,0,Web,Discount,1
10,6.693881133675076,1,0,Surburban,1,Phone,No Offer,0
1,5.068526772512033,1,0,Rural,0,Web,Discount,1
9,5.275764962077525,1,0,Urban,0,Phone,No Offer,0
1,5.543848436739876,0,1,Urban,0,Web,Discount,0
10,3.4008639927609177,1,0,Rural,1,Phone,No Offer,0
8,3.4008639927609177,1,0,Surburban,0,Phone,Buy One Get One,0
2,3.4008639927609177,0,1,Surburban,0,Web,Discount,1
2,3.410817625039146,0,1,Urban,0,Web,No Offer,0
12,3.8325468039263493,0,1,Surburban,0,Phone,No Offer,0
5,4.683241721408247,0,1,Urban,1,Web,Discount,0
10,3.4008639927609177,1,0,Surburban,0,Web,Buy One Get One,0
7,5.104671936022639,0,1,Urban,0,Web,Discount,0
9,5.1867710918031245,0,1,Urban,0,Phone,No Offer,0
7,6.462374015957115,1,1,Surburban,1,Web,Discount,0
9,3.9510513923956245,0,1,Rural,1,Web,Discount,0
9,5.5859744386873125,1,0,Surburban,1,Phone,No Offer,0
7,4.56320170116559,0,1,Surburban,1,Web,Buy One Get One,0
1,3.4008639927609177,0,1,Rural,0,Web,Buy One Get One,0
6,3.4008639927609177,1,0,Surburban,1,Web,No Offer,0
1,5.536113049194561,1,1,Surburban,1,Multichannel,Buy One Get One,0
7,4.566221435849517,1,0,Urban,0,Phone,No Offer,0
3,4.498697941477575,0,1,Rural,0,Phone,Discount,0
2,4.593704707878813,0,1,Surburban,1,Web,Discount,0
2,3.7256934272366524,1,0,Surburban,1,Phone,Buy One Get One,0
3,5.2249937021291935,0,1,Urban,1,Web,Buy One Get One,0
4,3.774827766250301,1,0,Urban,1,Phone,Buy One Get One,0
3,6.307861619298144,1,0,Urban,1,Phone,Buy One Get One,1
6,3.5496173867804286,1,0,Rural,1,Phone,Discount,0
3,6.211563468235966,0,1,Surburban,0,Phone,Buy One Get One,0
8,6.345952100451279,0,1,Urban,1,Web,Buy One Get One,1
1,5.827149888606485,1,1,Urban,0,Web,Buy One Get One,0
10,4.343805421853684,0,1,Surburban,1,Web,Discount,1
5,5.454081030530934,0,1,Urban,0,Phone,Discount,0
8,6.448018762092179,1,0,Urban,1,Multichannel,No Offer,0
1,7.019010387342232,1,1,Urban,1,Phone,No Offer,1
1,5.901375712326296,1,0,Rural,0,Phone,No Offer,0
8,6.333989855442272,1,1,Urban,1,Phone,Discount,1
11,5.153349396295431,0,1,Surburban,1,Web,Discount,0
4,3.4015306594522756,1,0,Surburban,1,Phone,No Offer,0
3,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,0
2,5.779260935832107,1,0,Urban,1,Phone,Discount,1
10,5.443931715353009,1,0,Surburban,0,Web,No Offer,0
10,5.418408846805857,0,1,Rural,1,Phone,No Offer,0
10,5.150513171779642,0,1,Surburban,0,Web,Discount,0
5,6.31275062697354,1,1,Urban,1,Web,No Offer,0
7,4.018722624087202,1,0,Urban,1,Web,Buy One Get One,1
9,3.4008639927609177,0,1,Surburban,1,Web,Discount,0
6,3.8192496052757914,1,0,Urban,0,Phone,Discount,0
1,5.674834152700308,1,0,Surburban,0,Phone,No Offer,0
8,4.70555836001936,0,1,Urban,1,Web,No Offer,0
6,5.1328529268205045,0,1,Surburban,0,Web,Buy One Get One,0
5,4.799173247555884,0,1,Rural,1,Web,Buy One Get One,0
4,5.244863845813947,0,1,Urban,1,Phone,Buy One Get One,0
9,4.06474409244581,0,1,Surburban,1,Phone,Discount,0
6,6.4418711529196155,1,0,Urban,1,Phone,Discount,0
2,5.98622584905978,0,1,Urban,1,Web,No Offer,0
11,4.846153655430632,0,1,Surburban,1,Web,Buy One Get One,0
7,5.3981627015177525,1,1,Urban,1,Web,No Offer,0
3,6.225132521878404,0,1,Surburban,1,Web,Buy One Get One,1
10,4.735671994052249,1,0,Urban,0,Web,Buy One Get One,0
11,5.245074805152317,1,0,Urban,0,Phone,Buy One Get One,0
2,6.963625085145946,1,1,Surburban,1,Multichannel,No Offer,0
1,4.03706849440237,1,0,Urban,1,Web,Discount,0
3,5.500931626609754,0,1,Surburban,0,Phone,Buy One Get One,0
2,7.07557214957321,1,1,Urban,1,Phone,Buy One Get One,1
6,4.654246023634684,0,1,Surburban,1,Web,Buy One Get One,0
6,4.508328834538536,1,0,Urban,1,Phone,No Offer,0
4,5.449921950679931,0,1,Surburban,0,Phone,No Offer,1
2,5.861355861760962,1,1,Rural,0,Phone,No Offer,0
3,6.21206486714941,0,1,Rural,0,Phone,Discount,1
7,6.745001027680711,1,0,Urban,1,Phone,Buy One Get One,0
1,4.737863727713557,1,0,Urban,0,Web,Discount,1
7,4.7101606331790284,0,1,Surburban,0,Phone,Discount,0
5,5.882932340284521,0,1,Urban,0,Phone,Buy One Get One,0
2,5.4515533424468945,1,0,Urban,0,Phone,Discount,0
10,5.3642455466621435,0,1,Surburban,1,Phone,Buy One Get One,0
4,5.184700639761069,0,1,Surburban,0,Phone,No Offer,0
10,5.430923331096058,1,1,Urban,0,Web,Buy One Get One,0
10,4.346658490836091,0,1,Rural,1,Phone,Buy One Get One,0
10,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,1
1,6.050016434057597,1,0,Urban,0,Phone,Buy One Get One,0
9,5.012433676037635,0,1,Surburban,0,Web,No Offer,0
11,4.396792086874355,1,0,Urban,1,Phone,Discount,0
3,5.453182077108952,1,0,Surburban,0,Multichannel,Discount,0
6,5.715842789148567,1,0,Surburban,0,Phone,Buy One Get One,0
10,5.956225895015272,0,1,Rural,0,Web,Discount,0
3,6.649800279403248,1,0,Surburban,1,Multichannel,Discount,1
9,4.771108263531522,1,0,Surburban,0,Web,Buy One Get One,0
8,5.1655856540940785,0,1,Rural,0,Web,No Offer,0
8,5.366303064339131,1,1,Urban,0,Phone,No Offer,0
7,6.419245461699561,1,0,Surburban,1,Multichannel,Buy One Get One,0
11,3.4008639927609177,1,0,Urban,1,Phone,Buy One Get One,0
8,5.093750200806762,0,1,Surburban,0,Web,No Offer,0
5,5.395806987825294,0,1,Surburban,1,Phone,No Offer,0
11,3.4008639927609177,0,1,Urban,1,Phone,Discount,0
5,3.893859034800475,0,1,Urban,0,Phone,Discount,0
4,4.696472344394877,1,0,Urban,0,Web,No Offer,0
5,5.577009147161685,0,1,Surburban,1,Web,Discount,1
6,5.954930222380008,1,1,Rural,1,Phone,Discount,1
9,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,0
10,5.594004810337956,1,1,Rural,1,Web,Discount,0
3,6.657638704416498,1,1,Surburban,1,Phone,No Offer,0
8,4.199455046624718,1,0,Urban,1,Web,Discount,0
1,6.519972905726281,1,1,Urban,1,Web,Buy One Get One,0
11,3.534853766474829,1,0,Surburban,0,Web,Discount,0
5,5.5025227168419955,1,1,Urban,1,Multichannel,Discount,0
1,3.4343097331123578,0,1,Urban,0,Phone,Discount,1
11,5.203127179544288,1,0,Urban,0,Web,Buy One Get One,0
2,3.7939149169478172,1,0,Urban,1,Phone,No Offer,0
10,3.4876808415502927,1,0,Urban,0,Web,Discount,0
4,4.488186830502272,0,1,Surburban,1,Web,Discount,0
3,3.4008639927609177,1,0,Rural,1,Web,Buy One Get One,0
1,3.4008639927609177,0,1,Urban,1,Web,No Offer,0
5,3.7421832261362473,0,1,Rural,0,Phone,No Offer,0
6,5.340610278738288,0,1,Surburban,0,Web,No Offer,0
10,4.742232836376431,0,1,Rural,0,Web,Discount,0
6,3.4008639927609177,0,1,Surburban,1,Web,Buy One Get One,0
9,5.973224198818194,1,0,Urban,0,Phone,Discount,0
1,5.963476510567813,1,0,Surburban,0,Web,Buy One Get One,0
4,3.4008639927609177,0,1,Urban,1,Phone,No Offer,0
1,5.70883634895888,1,0,Urban,1,Phone,Discount,1
1,6.801972451941188,1,1,Urban,1,Phone,Buy One Get One,0
5,5.149585312747638,0,1,Surburban,0,Web,Buy One Get One,0
2,6.048388211174136,0,1,Surburban,0,Phone,Discount,0
6,5.663307642090483,1,0,Surburban,1,Phone,No Offer,1
10,5.119310310721912,1,0,Rural,1,Phone,Buy One Get One,0
11,4.241182857326236,1,0,Urban,0,Web,Buy One Get One,0
2,6.017546438106483,0,1,Surburban,0,Multichannel,Buy One Get One,1
1,5.629597576466825,1,0,Urban,0,Phone,Buy One Get One,0
2,5.108245856294021,0,1,Surburban,1,Web,No Offer,0
2,3.892636291627956,1,0,Rural,0,Phone,Buy One Get One,0
3,3.4008639927609177,0,1,Rural,1,Web,No Offer,0
11,4.400848388914469,0,1,Surburban,1,Phone,Buy One Get One,1
10,6.2339792601014485,1,0,Urban,1,Web,No Offer,0
5,4.85779486662447,1,0,Urban,0,Phone,No Offer,0
5,6.419261760422557,0,1,Urban,1,Multichannel,Buy One Get One,0
8,4.781557503293855,0,1,Urban,1,Phone,Discount,0
12,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,0
8,4.703566507844284,0,1,Surburban,1,Phone,No Offer,0
11,5.131731354140141,0,1,Urban,0,Web,Discount,0
10,4.566533302373173,1,0,Rural,1,Phone,Discount,0
2,3.8501476017100584,0,1,Rural,0,Web,No Offer,0
5,3.7062280924485496,1,0,Surburban,1,Web,Buy One Get One,0
6,5.578899292509511,0,1,Rural,0,Web,Buy One Get One,0
7,4.955756632586266,1,0,Surburban,0,Phone,Buy One Get One,1
10,4.168988105217867,0,1,Surburban,0,Phone,No Offer,0
1,5.796513573913885,1,1,Surburban,0,Phone,Buy One Get One,0
3,4.410492606984553,0,1,Surburban,0,Web,Buy One Get One,0
9,6.042110131776874,0,1,Surburban,0,Web,Buy One Get One,0
7,3.4008639927609177,0,1,Urban,0,Web,Discount,0
10,4.812915795122205,0,1,Surburban,0,Web,Buy One Get One,0
3,5.227626625925267,0,1,Surburban,1,Web,Discount,0
11,5.232551425772417,0,1,Urban,0,Web,No Offer,0
1,5.8520300511164045,1,0,Urban,0,Phone,Buy One Get One,0
2,5.2808150914118945,0,1,Urban,0,Phone,Discount,0
10,4.851170519445229,0,1,Urban,0,Phone,Buy One Get One,0
10,3.4008639927609177,0,1,Rural,0,Phone,Discount,0
6,4.000217016164062,1,0,Urban,1,Phone,Discount,0
7,3.4008639927609177,1,0,Rural,1,Phone,Buy One Get One,0
1,5.651471118359793,0,1,Surburban,0,Phone,Discount,0
12,3.734808386002336,0,1,Urban,0,Phone,No Offer,0
6,5.86061526868299,1,0,Surburban,0,Multichannel,No Offer,0
5,6.853689724377139,1,1,Surburban,1,Web,No Offer,0
6,6.666651402290935,1,0,Surburban,1,Phone,No Offer,0
5,6.13880638500591,0,1,Urban,1,Multichannel,Discount,1
2,4.858260813670253,0,1,Urban,0,Web,No Offer,0
12,4.432006566978902,0,1,Surburban,0,Phone,No Offer,0
3,6.527329064965399,1,1,Surburban,1,Phone,Buy One Get One,1
4,5.721262144536846,1,0,Surburban,0,Phone,Buy One Get One,0
9,6.143670479997313,0,1,Urban,0,Multichannel,Discount,1
11,4.182813210209709,0,1,Surburban,0,Phone,No Offer,0
9,6.303589200894925,1,0,Surburban,1,Web,No Offer,0
7,5.526448459373285,1,0,Urban,1,Phone,Buy One Get One,0
4,5.3264674099643825,0,1,Urban,0,Multichannel,No Offer,0
9,3.4008639927609177,0,1,Surburban,1,Phone,No Offer,0
1,3.4008639927609177,1,0,Surburban,1,Web,Discount,0
2,7.1906082098769435,1,1,Surburban,1,Web,Discount,0
4,5.8600452082411465,1,0,Surburban,1,Web,Discount,0
2,5.5479080878770946,0,1,Urban,0,Phone,Discount,1
5,3.86094021519883,0,1,Surburban,0,Web,No Offer,0
2,5.042973402008201,1,0,Urban,0,Phone,No Offer,0
1,6.890425990460315,1,0,Surburban,1,Web,No Offer,1
11,4.2889514553941215,0,1,Surburban,0,Web,Discount,0
8,4.738389029774314,0,1,Surburban,1,Web,Buy One Get One,0
6,4.054390246715068,1,0,Surburban,0,Web,Buy One Get One,0
2,5.556905278795441,1,1,Urban,0,Web,No Offer,0
3,4.603669059861824,0,1,Surburban,1,Phone,Discount,0
4,3.4008639927609177,1,0,Urban,1,Web,Discount,0
8,3.4008639927609177,1,0,Surburban,0,Web,Buy One Get One,0
1,6.189433869873471,0,1,Surburban,0,Web,Buy One Get One,1
6,4.340162430575183,1,0,Surburban,1,Phone,Discount,0
10,5.780249566659046,0,1,Surburban,0,Phone,Buy One Get One,0
7,3.4008639927609177,1,0,Surburban,0,Phone,No Offer,0
11,4.824867806898001,1,0,Surburban,0,Web,No Offer,0
1,5.299716387461744,0,1,Urban,0,Multichannel,Buy One Get One,0
3,6.339635938105476,1,0,Rural,1,Web,No Offer,0
2,3.4008639927609177,0,1,Surburban,1,Web,No Offer,0
1,5.0601236271874495,0,1,Surburban,0,Phone,Buy One Get One,1
5,5.47917952560564,1,1,Urban,0,Web,No Offer,0
12,5.809612879898623,1,1,Rural,0,Phone,Buy One Get One,0
1,5.987205490187598,0,1,Surburban,0,Multichannel,Buy One Get One,0
6,4.794881041213901,0,1,Surburban,0,Phone,No Offer,0
1,6.659563114216769,0,1,Surburban,1,Web,Discount,1
6,5.191789503138204,0,1,Surburban,1,Web,Discount,0
1,3.6501386257975055,0,1,Urban,0,Web,Buy One Get One,0
1,5.265122461690396,0,1,Urban,1,Phone,No Offer,0
4,6.0859562102007,0,1,Surburban,1,Web,Discount,0
3,5.429959475599752,1,0,Urban,1,Web,No Offer,0
7,3.623540612805596,1,0,Rural,1,Phone,Discount,0
1,3.4008639927609177,1,0,Surburban,0,Web,Discount,0
8,3.4008639927609177,0,1,Urban,1,Phone,No Offer,1
4,5.675623026195628,0,1,Urban,0,Phone,Discount,0
5,3.755135249891002,0,1,Urban,1,Phone,No Offer,0
9,5.240688253711401,0,1,Urban,1,Phone,Buy One Get One,0
3,6.180451341770698,1,0,Surburban,0,Multichannel,Discount,0
2,5.138148614395216,1,0,Surburban,1,Web,No Offer,0
1,4.637346917683312,0,1,Rural,0,Phone,Discount,0
1,3.4008639927609177,1,0,Urban,0,Web,No Offer,0
3,6.556025231721925,1,0,Rural,1,Phone,No Offer,0
6,7.1379697721602025,0,1,Urban,1,Multichannel,Discount,0
7,4.365643155423357,1,0,Surburban,0,Phone,No Offer,0
7,3.866816412590067,1,0,Surburban,1,Web,No Offer,0
1,5.254365479018854,0,1,Surburban,1,Web,No Offer,0
1,4.115942961774596,0,1,Surburban,0,Phone,No Offer,1
4,5.813563206747519,1,0,Surburban,0,Phone,Discount,0
12,3.4836986031738992,1,0,Urban,0,Phone,No Offer,0
5,3.4008639927609177,1,0,Rural,1,Phone,Buy One Get One,0
2,3.4008639927609177,1,0,Surburban,0,Web,Discount,1
5,5.708902677350773,0,1,Surburban,0,Phone,No Offer,0
9,5.529111576792769,0,1,Rural,0,Phone,Discount,1
3,5.8509373119710055,1,0,Rural,1,Web,No Offer,0
1,4.229894749042985,0,1,Rural,1,Web,Discount,0
3,3.4008639927609177,0,1,Urban,1,Web,Discount,1
9,5.1001712594071105,1,0,Rural,1,Web,No Offer,0
1,6.176760841645742,1,1,Surburban,0,Multichannel,Discount,0
2,4.011325206502009,1,0,Surburban,0,Web,No Offer,0
1,3.4008639927609177,0,1,Urban,1,Phone,Buy One Get One,0
6,6.267200548541362,1,1,Urban,1,Multichannel,Buy One Get One,1
2,3.4008639927609177,1,0,Rural,1,Web,No Offer,1
12,5.249127122357265,0,1,Surburban,0,Phone,No Offer,0
4,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,1
2,5.444666262883174,0,1,Surburban,1,Phone,Buy One Get One,0
1,3.792788917504448,0,1,Urban,0,Phone,Discount,0
7,4.164958341550092,0,1,Surburban,0,Web,Discount,0
6,6.8829501600631655,1,0,Surburban,1,Phone,No Offer,0
5,5.007697650108913,0,1,Surburban,1,Web,No Offer,0
3,5.753619709503373,1,1,Urban,0,Phone,Buy One Get One,1
12,6.230619233361176,1,0,Surburban,1,Phone,No Offer,0
3,5.635360868537542,0,1,Surburban,0,Phone,Buy One Get One,0
9,4.6363781131122845,0,1,Urban,0,Web,Buy One Get One,0
9,5.487035090847229,1,1,Surburban,1,Web,No Offer,0
8,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,0
9,3.4008639927609177,1,0,Rural,0,Web,No Offer,0
11,4.572026967394837,1,0,Surburban,1,Phone,Discount,0
9,5.646329899908116,1,0,Surburban,0,Web,Buy One Get One,0
10,5.69073100691147,1,0,Urban,1,Phone,No Offer,0
10,5.2323912164318696,0,1,Surburban,1,Web,No Offer,0
2,5.234205421080793,0,1,Rural,0,Web,Buy One Get One,0
1,4.983332611568247,1,0,Rural,1,Phone,Buy One Get One,1
10,6.070645344982423,1,1,Rural,1,Multichannel,Buy One Get One,0
